task,hardware_config,model_answer,correct_answer
take the red marker out of the blue bowl,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the red marker out of the blue bowl,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the red marker out of the pen holder and put it on the desk,The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the red marker out of the pen holder and put it on the desk,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
"take the remote from the couch, put it on the chair",The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
"take the remote from the couch, put it on the chair",The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the rubik's cube out of the box and put it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the rubik's cube out of the box and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the salt shaker out of the cupboard and set it on the table.,The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the salt shaker out of the cupboard and set it on the table.,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the scissors and place them in the yellow cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the scissors and place them in the yellow cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the screw from the wooden board and put it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the screw from the wooden board and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the screwdriver from the windowsill and move it to the nightstand,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the screwdriver from the windowsill and move it to the nightstand,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the silver fish slice out of the open drawer and put it on the left side of the countertop,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the silver fish slice out of the open drawer and put it on the left side of the countertop,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the silver lid off the taller glass bottle,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the silver lid off the taller glass bottle,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the slice of bread on the plate and put it in the lunch box,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the slice of bread on the plate and put it in the lunch box,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the small black masking tape out of the top drawer and put it on the counter,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the small black masking tape out of the top drawer and put it on the counter,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the small pliers out of the box and put them on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the small pliers out of the box and put them on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the small silver lid off the transparent object,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the small silver lid off the transparent object,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the sock from the windowsill and put it on the pullout table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the sock from the windowsill and put it on the pullout table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the sponge out of the bowl and place it on the pullout table,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the sponge out of the bowl and place it on the pullout table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the spoon and mix the objects in the black pot,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the spoon and mix the objects in the black pot,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the spoon out of the baking tray,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the spoon out of the baking tray,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the strainer out of the gray cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the strainer out of the gray cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the straw out of the can and place it on the white plate,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the straw out of the can and place it on the white plate,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the straw out of the drink can and put it on the table mat on the left,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the straw out of the drink can and put it on the table mat on the left,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the the fork from the plate and put it on the mat,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the the fork from the plate and put it on the mat,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the top off the bottle and put it on the couch,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the top off the bottle and put it on the couch,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the top white plate and put it in the dishwasher,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the top white plate and put it in the dishwasher,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the towel and place it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the towel and place it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the toy out of the drawer and close it,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the toy out of the drawer and close it,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the tube near the toothbrush and put it in the silver cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
take the tube near the toothbrush and put it in the silver cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the tube off the paper and put it on the desk,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
take the tube off the paper and put it on the desk,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
take the underwear out of the laundry bag and put it on the sofa,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
take the underwear out of the laundry bag and put it on the sofa,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
"take the vase from the fridge, put it in the cabinet",The robot has 0 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
"take the vase from the fridge, put it in the cabinet",The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
take the watch on top of the chest of drawers  put it inside the safe and lock it up.,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
take the watch on top of the chest of drawers  put it inside the safe and lock it up.,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
take the watermelon plushie from the box and place it on the gray plate,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
